2025-08-08T22:43:59.4151505Z Container start method called.
2025-08-08T22:43:59.4718303Z Establishing network.
2025-08-08T22:43:59.4727665Z Pulling image: appsvc/python:3.11_20250723.2.tuxprod.
2025-08-08T22:45:49.9409839Z Image appsvc/python:3.11_20250723.2.tuxprod is pulled from registry 10.1.0.4:13209
2025-08-08T22:45:49.9511893Z Container is starting.
2025-08-08T22:45:49.9600526Z Establishing user namespace if not established already.
2025-08-08T22:45:49.9702017Z Establishing network if not established already.
2025-08-08T22:45:49.9790574Z Mounting volumes.
2025-08-08T22:45:49.9883550Z Nested mountpoint 
2025-08-08T22:45:50.0188076Z Nested mountpoint volatile/logs
2025-08-08T22:45:50.0298982Z Nested mountpoint 
2025-08-08T22:45:50.2351703Z Nested mountpoint 
2025-08-08T22:45:50.2751178Z Nested mountpoint 
2025-08-08T22:45:51.9240385Z Creating container.
2025-08-08T22:45:51.9380186Z Creating pipes for streaming container io.
2025-08-08T22:45:51.9483420Z Creating stdout named pipe at /podr/container/pipe/24b190aba07a_newsroom-ai/stdout_8ee73469c4f84bf4984e3b719dc409bb.
2025-08-08T22:45:51.9505905Z Successfully created stdout named pipe at: /podr/container/pipe/24b190aba07a_newsroom-ai/stdout_8ee73469c4f84bf4984e3b719dc409bb.
2025-08-08T22:45:51.9513195Z Opening named pipe /podr/container/pipe/24b190aba07a_newsroom-ai/stdout_8ee73469c4f84bf4984e3b719dc409bb for reading in non-blocking mode.
2025-08-08T22:45:51.9592491Z Successfully opened named pipe: /podr/container/pipe/24b190aba07a_newsroom-ai/stdout_8ee73469c4f84bf4984e3b719dc409bb.
2025-08-08T22:45:51.9599322Z Successfully removed non-blocking flag from /podr/container/pipe/24b190aba07a_newsroom-ai/stdout_8ee73469c4f84bf4984e3b719dc409bb.
2025-08-08T22:45:51.9687798Z Creating stderr named pipe at /podr/container/pipe/24b190aba07a_newsroom-ai/stderr_d142cf29f2e74d4490da017aeacd05c0.
2025-08-08T22:45:51.9795997Z Successfully created stderr named pipe at: /podr/container/pipe/24b190aba07a_newsroom-ai/stderr_d142cf29f2e74d4490da017aeacd05c0.
2025-08-08T22:45:51.9879578Z Opening named pipe /podr/container/pipe/24b190aba07a_newsroom-ai/stderr_d142cf29f2e74d4490da017aeacd05c0 for reading in non-blocking mode.
2025-08-08T22:45:51.9897988Z Successfully opened named pipe: /podr/container/pipe/24b190aba07a_newsroom-ai/stderr_d142cf29f2e74d4490da017aeacd05c0.
2025-08-08T22:45:51.9968631Z Successfully removed non-blocking flag from /podr/container/pipe/24b190aba07a_newsroom-ai/stderr_d142cf29f2e74d4490da017aeacd05c0.
2025-08-08T22:45:51.9986373Z Creating container with image: appsvc/python:3.11_20250723.2.tuxprod from registry: 10.1.0.4:13209 and fully qualified image name: 10.1.0.4:13209/appsvc/python:3.11_20250723.2.tuxprod
2025-08-08T22:45:53.0952431Z Starting container: 24b190aba07a_newsroom-ai.
2025-08-08T22:45:53.2132139Z Starting watchers and probes.
2025-08-08T22:45:53.2630242Z Starting metrics collection.
2025-08-08T22:45:53.2829738Z Container is running.
2025-08-08T22:45:54.2309858Z Container start method finished after 114815 ms.
2025-08-08T22:46:27.0967384Z Container has finished running with exit code: 1.
2025-08-08T22:46:27.1274307Z Container is terminating. Grace period: 5 seconds.
2025-08-08T22:46:27.1928354Z Stop and delete container. Retry count = 0
2025-08-08T22:46:27.1953335Z Stopping container: 24b190aba07a_newsroom-ai.
2025-08-08T22:46:27.4090582Z Deleting container: 24b190aba07a_newsroom-ai. Retry count = 0
2025-08-08T22:46:29.0135333Z Container spec TerminationMessagePolicy  path 
2025-08-08T22:46:47.505Z INFO  - a83dfeaf7e13 Downloading 9MB / 56MB
2025-08-08T22:46:47.506Z INFO  - ab9b3215ece1 Downloading 8MB / 28MB
2025-08-08T22:46:47.602Z INFO  - ae62b20f0e06 Downloading 6MB / 36MB
2025-08-08T22:46:47.602Z INFO  - b049d305a6a1 Downloading 10MB / 67MB
2025-08-08T22:46:47.602Z INFO  - d33500780c7d Downloading 9MB / 111MB
2025-08-08T22:46:47.602Z INFO  - f9cf866730ad Verifying Checksum
2025-08-08T22:46:47.602Z INFO  - f9cf866730ad Download complete
2025-08-08T22:46:47.740Z INFO  - 038c2b53fe5f Downloading 8MB / 32MB
2025-08-08T22:46:47.818Z INFO  - ae62b20f0e06 Downloading 6MB / 36MB
2025-08-08T22:46:47.943Z INFO  - a83dfeaf7e13 Downloading 10MB / 56MB
2025-08-08T22:46:47.952Z INFO  - ae62b20f0e06 Downloading 7MB / 36MB
2025-08-08T22:46:47.952Z INFO  - b049d305a6a1 Downloading 12MB / 67MB
2025-08-08T22:46:47.953Z INFO  - a83dfeaf7e13 Downloading 11MB / 56MB
2025-08-08T22:46:47.953Z INFO  - ab9b3215ece1 Downloading 8MB / 28MB
2025-08-08T22:46:48.088Z INFO  - 038c2b53fe5f Downloading 11MB / 32MB
2025-08-08T22:46:48.088Z INFO  - ae62b20f0e06 Downloading 9MB / 36MB
2025-08-08T22:46:48.302Z INFO  - ab9b3215ece1 Downloading 9MB / 28MB
2025-08-08T22:46:48.302Z INFO  - d33500780c7d Downloading 12MB / 111MB
2025-08-08T22:46:48.302Z INFO  - 038c2b53fe5f Downloading 12MB / 32MB
2025-08-08T22:46:48.341Z INFO  - b049d305a6a1 Downloading 13MB / 67MB
2025-08-08T22:46:48.341Z INFO  - 038c2b53fe5f Downloading 12MB / 32MB
2025-08-08T22:46:48.341Z INFO  - 2d765646d883 Downloading 12MB / 51MB
2025-08-08T22:46:48.484Z INFO  - 038c2b53fe5f Downloading 13MB / 32MB
2025-08-08T22:46:48.484Z INFO  - ae62b20f0e06 Downloading 11MB / 36MB
2025-08-08T22:46:48.599Z INFO  - d33500780c7d Downloading 13MB / 111MB
2025-08-08T22:46:48.602Z INFO  - 038c2b53fe5f Downloading 14MB / 32MB
2025-08-08T22:46:48.755Z INFO  - d33500780c7d Downloading 14MB / 111MB
2025-08-08T22:46:48.756Z INFO  - ab9b3215ece1 Downloading 12MB / 28MB
2025-08-08T22:46:48.854Z INFO  - ab9b3215ece1 Downloading 12MB / 28MB
2025-08-08T22:46:48.884Z INFO  - b049d305a6a1 Downloading 16MB / 67MB
2025-08-08T22:46:48.901Z INFO  - ae62b20f0e06 Downloading 14MB / 36MB
2025-08-08T22:46:48.931Z INFO  - 038c2b53fe5f Downloading 15MB / 32MB
2025-08-08T22:46:49.024Z INFO  - ab9b3215ece1 Downloading 13MB / 28MB
2025-08-08T22:46:49.160Z INFO  - d33500780c7d Downloading 15MB / 111MB
2025-08-08T22:46:49.257Z INFO  - a83dfeaf7e13 Downloading 17MB / 56MB
2025-08-08T22:46:49.258Z INFO  - ae62b20f0e06 Downloading 15MB / 36MB
2025-08-08T22:46:49.275Z INFO  - ab9b3215ece1 Downloading 14MB / 28MB
2025-08-08T22:46:49.275Z INFO  - 038c2b53fe5f Downloading 16MB / 32MB
2025-08-08T22:46:49.275Z INFO  - b049d305a6a1 Downloading 18MB / 67MB
2025-08-08T22:46:49.275Z INFO  - 2d765646d883 Downloading 16MB / 51MB
2025-08-08T22:46:49.275Z INFO  - ae62b20f0e06 Downloading 15MB / 36MB
2025-08-08T22:46:49.343Z INFO  - ab9b3215ece1 Downloading 15MB / 28MB
2025-08-08T22:46:49.356Z INFO  - 038c2b53fe5f Downloading 17MB / 32MB
2025-08-08T22:46:49.356Z INFO  - b049d305a6a1 Downloading 19MB / 67MB
2025-08-08T22:46:49.363Z INFO  - d33500780c7d Downloading 18MB / 111MB
2025-08-08T22:46:49.364Z INFO  - 2d765646d883 Downloading 17MB / 51MB
2025-08-08T22:46:49.383Z INFO  - ae62b20f0e06 Downloading 16MB / 36MB
2025-08-08T22:46:49.519Z INFO  - b049d305a6a1 Downloading 19MB / 67MB
2025-08-08T22:46:49.519Z INFO  - d33500780c7d Downloading 18MB / 111MB
2025-08-08T22:46:49.519Z INFO  - a83dfeaf7e13 Downloading 19MB / 56MB
2025-08-08T22:46:49.519Z INFO  - ab9b3215ece1 Downloading 16MB / 28MB
2025-08-08T22:46:49.724Z INFO  - 038c2b53fe5f Downloading 19MB / 32MB
2025-08-08T22:46:49.785Z INFO  - d33500780c7d Downloading 20MB / 111MB
2025-08-08T22:46:49.889Z INFO  - ae62b20f0e06 Downloading 18MB / 36MB
2025-08-08T22:46:49.890Z INFO  - 038c2b53fe5f Downloading 19MB / 32MB
2025-08-08T22:46:49.907Z INFO  - b049d305a6a1 Downloading 21MB / 67MB
2025-08-08T22:46:49.907Z INFO  - d33500780c7d Downloading 20MB / 111MB
2025-08-08T22:46:49.907Z INFO  - ab9b3215ece1 Downloading 18MB / 28MB
2025-08-08T22:46:49.939Z INFO  - ae62b20f0e06 Downloading 19MB / 36MB
2025-08-08T22:46:50.052Z INFO  - 038c2b53fe5f Downloading 21MB / 32MB
2025-08-08T22:46:50.052Z INFO  - 2d765646d883 Downloading 22MB / 51MB
2025-08-08T22:46:50.053Z INFO  - ab9b3215ece1 Downloading 19MB / 28MB
2025-08-08T22:46:50.153Z INFO  - a83dfeaf7e13 Downloading 22MB / 56MB
2025-08-08T22:46:50.161Z INFO  - 038c2b53fe5f Downloading 22MB / 32MB
2025-08-08T22:46:50.161Z INFO  - ab9b3215ece1 Downloading 20MB / 28MB
2025-08-08T22:46:50.285Z INFO  - b049d305a6a1 Downloading 24MB / 67MB
2025-08-08T22:46:50.286Z INFO  - a83dfeaf7e13 Downloading 23MB / 56MB
2025-08-08T22:46:50.286Z INFO  - 038c2b53fe5f Downloading 23MB / 32MB
2025-08-08T22:46:50.519Z INFO  - d33500780c7d Downloading 22MB / 111MB
2025-08-08T22:46:50.519Z INFO  - b049d305a6a1 Downloading 24MB / 67MB
2025-08-08T22:46:50.521Z INFO  - 038c2b53fe5f Downloading 24MB / 32MB
2025-08-08T22:46:50.539Z INFO  - ab9b3215ece1 Downloading 21MB / 28MB
2025-08-08T22:46:50.539Z INFO  - b049d305a6a1 Downloading 26MB / 67MB
2025-08-08T22:46:50.539Z INFO  - 2d765646d883 Downloading 24MB / 51MB
2025-08-08T22:46:50.953Z INFO  - 038c2b53fe5f Downloading 25MB / 32MB
2025-08-08T22:46:51.080Z INFO  - 2d765646d883 Downloading 26MB / 51MB
2025-08-08T22:46:51.080Z INFO  - d33500780c7d Downloading 23MB / 111MB
2025-08-08T22:46:51.080Z INFO  - a83dfeaf7e13 Downloading 26MB / 56MB
2025-08-08T22:46:51.080Z INFO  - 038c2b53fe5f Downloading 26MB / 32MB
2025-08-08T22:46:51.151Z INFO  - ab9b3215ece1 Downloading 23MB / 28MB
2025-08-08T22:46:51.245Z INFO  - ae62b20f0e06 Downloading 22MB / 36MB
2025-08-08T22:46:51.372Z INFO  - ae62b20f0e06 Downloading 23MB / 36MB
2025-08-08T22:46:51.373Z INFO  - d33500780c7d Downloading 24MB / 111MB
2025-08-08T22:46:51.383Z INFO  - 2d765646d883 Downloading 27MB / 51MB
2025-08-08T22:46:51.398Z INFO  - ab9b3215ece1 Downloading 24MB / 28MB
2025-08-08T22:46:51.457Z INFO  - b049d305a6a1 Downloading 28MB / 67MB
2025-08-08T22:46:51.458Z INFO  - d33500780c7d Downloading 25MB / 111MB
2025-08-08T22:46:51.582Z INFO  - 038c2b53fe5f Downloading 28MB / 32MB
2025-08-08T22:46:51.592Z INFO  - a83dfeaf7e13 Downloading 28MB / 56MB
2025-08-08T22:46:51.594Z INFO  - 2d765646d883 Downloading 28MB / 51MB
2025-08-08T22:46:51.875Z INFO  - d33500780c7d Downloading 27MB / 111MB
2025-08-08T22:46:51.893Z INFO  - 038c2b53fe5f Downloading 30MB / 32MB
2025-08-08T22:46:51.893Z INFO  - b049d305a6a1 Downloading 30MB / 67MB
2025-08-08T22:46:51.894Z INFO  - d33500780c7d Downloading 27MB / 111MB
2025-08-08T22:46:51.894Z INFO  - ab9b3215ece1 Downloading 26MB / 28MB
2025-08-08T22:46:51.894Z INFO  - ae62b20f0e06 Downloading 26MB / 36MB
2025-08-08T22:46:51.894Z INFO  - 038c2b53fe5f Verifying Checksum
2025-08-08T22:46:51.894Z INFO  - 038c2b53fe5f Download complete
2025-08-08T22:46:51.922Z INFO  - 2d765646d883 Downloading 30MB / 51MB
2025-08-08T22:46:52.067Z INFO  - a83dfeaf7e13 Downloading 29MB / 56MB
2025-08-08T22:46:52.116Z INFO  - ae62b20f0e06 Downloading 28MB / 36MB
2025-08-08T22:46:52.143Z INFO  - b049d305a6a1 Downloading 31MB / 67MB
2025-08-08T22:46:52.144Z INFO  - d33500780c7d Downloading 29MB / 111MB
2025-08-08T22:46:52.144Z INFO  - a83dfeaf7e13 Downloading 30MB / 56MB
2025-08-08T22:46:52.218Z INFO  - 2d765646d883 Downloading 32MB / 51MB
2025-08-08T22:46:52.219Z INFO  - ab9b3215ece1 Verifying Checksum
2025-08-08T22:46:52.219Z INFO  - ab9b3215ece1 Download complete
2025-08-08T22:46:52.347Z INFO  - 2d765646d883 Downloading 35MB / 51MB
2025-08-08T22:46:52.384Z INFO  - b049d305a6a1 Downloading 34MB / 67MB
2025-08-08T22:46:52.404Z INFO  - ae62b20f0e06 Downloading 29MB / 36MB
2025-08-08T22:46:52.499Z INFO  - a83dfeaf7e13 Downloading 32MB / 56MB
2025-08-08T22:46:52.500Z INFO  - b049d305a6a1 Downloading 35MB / 67MB
2025-08-08T22:46:52.500Z INFO  - ae62b20f0e06 Downloading 30MB / 36MB
2025-08-08T22:46:52.507Z INFO  - 2d765646d883 Downloading 36MB / 51MB
2025-08-08T22:46:52.586Z INFO  - a83dfeaf7e13 Downloading 33MB / 56MB
2025-08-08T22:46:52.587Z INFO  - b049d305a6a1 Downloading 37MB / 67MB
2025-08-08T22:46:52.606Z INFO  - ae62b20f0e06 Downloading 31MB / 36MB
2025-08-08T22:46:52.712Z INFO  - a83dfeaf7e13 Downloading 34MB / 56MB
2025-08-08T22:46:52.773Z INFO  - 2d765646d883 Downloading 38MB / 51MB
2025-08-08T22:46:52.773Z INFO  - ae62b20f0e06 Downloading 32MB / 36MB
2025-08-08T22:46:52.929Z INFO  - ae62b20f0e06 Downloading 33MB / 36MB
2025-08-08T22:46:52.936Z INFO  - 2d765646d883 Downloading 39MB / 51MB
2025-08-08T22:46:53.083Z INFO  - a83dfeaf7e13 Downloading 37MB / 56MB
2025-08-08T22:46:53.083Z INFO  - d33500780c7d Downloading 36MB / 111MB
2025-08-08T22:46:53.084Z INFO  - b049d305a6a1 Downloading 39MB / 67MB
2025-08-08T22:46:53.209Z INFO  - d33500780c7d Downloading 36MB / 111MB
2025-08-08T22:46:53.271Z INFO  - ae62b20f0e06 Downloading 35MB / 36MB
2025-08-08T22:46:53.388Z INFO  - b049d305a6a1 Downloading 39MB / 67MB
2025-08-08T22:46:53.454Z INFO  - a83dfeaf7e13 Downloading 39MB / 56MB
2025-08-08T22:46:53.454Z INFO  - ae62b20f0e06 Verifying Checksum
2025-08-08T22:46:53.454Z INFO  - ae62b20f0e06 Download complete
2025-08-08T22:46:53.572Z INFO  - a83dfeaf7e13 Downloading 40MB / 56MB
2025-08-08T22:46:53.589Z INFO  - d33500780c7d Downloading 38MB / 111MB
2025-08-08T22:46:53.686Z INFO  - 2d765646d883 Downloading 42MB / 51MB
2025-08-08T22:46:53.686Z INFO  - b049d305a6a1 Downloading 42MB / 67MB
2025-08-08T22:46:53.735Z INFO  - 2d765646d883 Downloading 43MB / 51MB
2025-08-08T22:46:53.814Z INFO  - a83dfeaf7e13 Downloading 41MB / 56MB
2025-08-08T22:46:53.952Z INFO  - 2d765646d883 Downloading 44MB / 51MB
2025-08-08T22:46:54.096Z INFO  - d33500780c7d Downloading 40MB / 111MB
2025-08-08T22:46:54.261Z INFO  - a83dfeaf7e13 Downloading 43MB / 56MB
2025-08-08T22:46:54.429Z INFO  - b049d305a6a1 Downloading 46MB / 67MB
2025-08-08T22:46:54.533Z INFO  - 2d765646d883 Downloading 47MB / 51MB
2025-08-08T22:46:54.533Z INFO  - d33500780c7d Downloading 42MB / 111MB
2025-08-08T22:46:54.602Z INFO  - a83dfeaf7e13 Downloading 44MB / 56MB
2025-08-08T22:46:54.799Z INFO  - b049d305a6a1 Downloading 48MB / 67MB
2025-08-08T22:46:54.799Z INFO  - a83dfeaf7e13 Downloading 45MB / 56MB
2025-08-08T22:46:54.800Z INFO  - b049d305a6a1 Downloading 49MB / 67MB
2025-08-08T22:46:54.857Z INFO  - 2d765646d883 Downloading 48MB / 51MB
2025-08-08T22:46:54.955Z INFO  - a83dfeaf7e13 Downloading 46MB / 56MB
2025-08-08T22:46:54.955Z INFO  - d33500780c7d Downloading 45MB / 111MB
2025-08-08T22:46:54.983Z INFO  - b049d305a6a1 Downloading 50MB / 67MB
2025-08-08T22:46:55.100Z INFO  - a83dfeaf7e13 Downloading 48MB / 56MB
2025-08-08T22:46:55.266Z INFO  - b049d305a6a1 Downloading 52MB / 67MB
2025-08-08T22:46:55.410Z INFO  - 2d765646d883 Verifying Checksum
2025-08-08T22:46:55.411Z INFO  - 2d765646d883 Download complete
2025-08-08T22:46:55.459Z INFO  - a83dfeaf7e13 Downloading 51MB / 56MB
2025-08-08T22:46:55.573Z INFO  - d33500780c7d Downloading 49MB / 111MB
2025-08-08T22:46:55.573Z INFO  - b049d305a6a1 Downloading 54MB / 67MB
2025-08-08T22:46:55.776Z INFO  - a83dfeaf7e13 Downloading 55MB / 56MB
2025-08-08T22:46:55.909Z INFO  - d33500780c7d Downloading 54MB / 111MB
2025-08-08T22:46:55.910Z INFO  - a83dfeaf7e13 Verifying Checksum
2025-08-08T22:46:55.916Z INFO  - a83dfeaf7e13 Download complete
2025-08-08T22:46:56.127Z INFO  - d33500780c7d Downloading 56MB / 111MB
2025-08-08T22:46:56.380Z INFO  - b049d305a6a1 Downloading 62MB / 67MB
2025-08-08T22:46:56.543Z INFO  - 2d765646d883 Extracting 1MB / 51MB
2025-08-08T22:46:56.800Z INFO  - d33500780c7d Downloading 58MB / 111MB
2025-08-08T22:46:57.022Z INFO  - b049d305a6a1 Downloading 64MB / 67MB
2025-08-08T22:46:57.161Z INFO  - 2d765646d883 Extracting 2MB / 51MB
2025-08-08T22:46:57.383Z INFO  - d33500780c7d Downloading 64MB / 111MB
2025-08-08T22:46:57.410Z INFO  - b049d305a6a1 Verifying Checksum
2025-08-08T22:46:57.423Z INFO  - b049d305a6a1 Download complete
2025-08-08T22:46:57.794Z INFO  - d33500780c7d Downloading 67MB / 111MB
2025-08-08T22:46:58.129Z INFO  - d33500780c7d Downloading 71MB / 111MB
2025-08-08T22:46:58.151Z INFO  - d33500780c7d Downloading 72MB / 111MB
2025-08-08T22:46:58.305Z INFO  - 2d765646d883 Extracting 4MB / 51MB
2025-08-08T22:46:58.774Z INFO  - d33500780c7d Downloading 76MB / 111MB
2025-08-08T22:46:58.805Z INFO  - 2d765646d883 Extracting 5MB / 51MB
2025-08-08T22:46:59.069Z INFO  - d33500780c7d Downloading 79MB / 111MB
2025-08-08T22:46:59.558Z INFO  - d33500780c7d Downloading 80MB / 111MB
2025-08-08T22:46:59.586Z INFO  - 2d765646d883 Extracting 6MB / 51MB
2025-08-08T22:47:00.344Z INFO  - d33500780c7d Downloading 84MB / 111MB
2025-08-08T22:47:00.531Z INFO  - d33500780c7d Downloading 85MB / 111MB
2025-08-08T22:47:00.531Z INFO  - 2d765646d883 Extracting 7MB / 51MB
2025-08-08T22:47:01.016Z INFO  - 2d765646d883 Extracting 8MB / 51MB
2025-08-08T22:47:01.352Z INFO  - d33500780c7d Downloading 87MB / 111MB
2025-08-08T22:47:01.548Z INFO  - 2d765646d883 Extracting 9MB / 51MB
2025-08-08T22:47:01.595Z INFO  - d33500780c7d Downloading 90MB / 111MB
2025-08-08T22:47:01.900Z INFO  - d33500780c7d Downloading 92MB / 111MB
2025-08-08T22:47:02.231Z INFO  - d33500780c7d Downloading 94MB / 111MB
2025-08-08T22:47:02.702Z INFO  - 2d765646d883 Extracting 10MB / 51MB
2025-08-08T22:47:02.869Z INFO  - d33500780c7d Downloading 94MB / 111MB
2025-08-08T22:47:04.039Z INFO  - d33500780c7d Downloading 96MB / 111MB
2025-08-08T22:47:04.212Z INFO  - 2d765646d883 Extracting 11MB / 51MB
2025-08-08T22:47:04.214Z INFO  - d33500780c7d Downloading 96MB / 111MB
2025-08-08T22:47:04.497Z INFO  - 2d765646d883 Extracting 12MB / 51MB
2025-08-08T22:47:04.839Z INFO  - d33500780c7d Downloading 101MB / 111MB
2025-08-08T22:47:04.992Z INFO  - 2d765646d883 Extracting 13MB / 51MB
2025-08-08T22:47:05.070Z INFO  - d33500780c7d Downloading 103MB / 111MB
2025-08-08T22:47:05.199Z INFO  - d33500780c7d Downloading 105MB / 111MB
2025-08-08T22:47:05.343Z INFO  - d33500780c7d Downloading 107MB / 111MB
2025-08-08T22:47:05.428Z INFO  - 2d765646d883 Extracting 15MB / 51MB
2025-08-08T22:47:05.488Z INFO  - d33500780c7d Downloading 109MB / 111MB
2025-08-08T22:47:05.557Z INFO  - d33500780c7d Verifying Checksum
2025-08-08T22:47:05.566Z INFO  - d33500780c7d Download complete
2025-08-08T22:47:06.275Z INFO  - 2d765646d883 Extracting 18MB / 51MB
2025-08-08T22:47:06.285Z INFO  - 2d765646d883 Extracting 19MB / 51MB
2025-08-08T22:47:06.667Z INFO  - 2d765646d883 Extracting 21MB / 51MB
2025-08-08T22:47:07.259Z INFO  - 2d765646d883 Extracting 23MB / 51MB
2025-08-08T22:47:07.755Z INFO  - 2d765646d883 Extracting 26MB / 51MB
2025-08-08T22:47:08.902Z INFO  - 2d765646d883 Extracting 28MB / 51MB
2025-08-08T22:47:09.098Z INFO  - 2d765646d883 Extracting 29MB / 51MB
2025-08-08T22:47:09.449Z INFO  - 2d765646d883 Extracting 30MB / 51MB
2025-08-08T22:47:09.642Z INFO  - 2d765646d883 Extracting 31MB / 51MB
2025-08-08T22:47:10.512Z INFO  - 2d765646d883 Extracting 35MB / 51MB
2025-08-08T22:47:11.269Z INFO  - 2d765646d883 Extracting 39MB / 51MB
2025-08-08T22:47:11.530Z INFO  - 2d765646d883 Extracting 40MB / 51MB
2025-08-08T22:47:12.585Z INFO  - 2d765646d883 Extracting 43MB / 51MB
2025-08-08T22:47:13.448Z INFO  - 2d765646d883 Extracting 45MB / 51MB
2025-08-08T22:47:13.859Z INFO  - 2d765646d883 Extracting 46MB / 51MB
2025-08-08T22:47:14.424Z INFO  - 2d765646d883 Extracting 47MB / 51MB
2025-08-08T22:47:15.026Z INFO  - 2d765646d883 Extracting 48MB / 51MB
2025-08-08T22:47:15.818Z INFO  - 2d765646d883 Extracting 49MB / 51MB
2025-08-08T22:47:18.578Z INFO  - 2d765646d883 Extracting 50MB / 51MB
2025-08-08T22:47:19.902Z INFO  - 2d765646d883 Extracting 51MB / 51MB
2025-08-08T22:47:20.516Z INFO  - 2d765646d883 Pull complete
2025-08-08T22:47:21.612Z INFO  - ab9b3215ece1 Extracting 640KB / 28MB
2025-08-08T22:47:21.612Z INFO  - ab9b3215ece1 Extracting 1MB / 28MB
2025-08-08T22:47:21.832Z INFO  - ab9b3215ece1 Extracting 3MB / 28MB
2025-08-08T22:47:22.148Z INFO  - ab9b3215ece1 Extracting 4MB / 28MB
2025-08-08T22:47:22.487Z INFO  - ab9b3215ece1 Extracting 4MB / 28MB
2025-08-08T22:47:23.117Z INFO  - ab9b3215ece1 Extracting 5MB / 28MB
2025-08-08T22:47:23.117Z INFO  - ab9b3215ece1 Extracting 6MB / 28MB
2025-08-08T22:47:23.359Z INFO  - ab9b3215ece1 Extracting 8MB / 28MB
2025-08-08T22:47:23.715Z INFO  - ab9b3215ece1 Extracting 10MB / 28MB
2025-08-08T22:47:23.716Z INFO  - ab9b3215ece1 Extracting 10MB / 28MB
2025-08-08T22:47:23.940Z INFO  - ab9b3215ece1 Extracting 11MB / 28MB
2025-08-08T22:47:24.103Z INFO  - ab9b3215ece1 Extracting 12MB / 28MB
2025-08-08T22:47:24.447Z INFO  - ab9b3215ece1 Extracting 12MB / 28MB
2025-08-08T22:47:24.719Z INFO  - ab9b3215ece1 Extracting 13MB / 28MB
2025-08-08T22:47:25.242Z INFO  - ab9b3215ece1 Extracting 14MB / 28MB
2025-08-08T22:47:25.664Z INFO  - ab9b3215ece1 Extracting 14MB / 28MB
2025-08-08T22:47:25.793Z INFO  - ab9b3215ece1 Extracting 15MB / 28MB
2025-08-08T22:47:26.421Z INFO  - ab9b3215ece1 Extracting 16MB / 28MB
2025-08-08T22:47:27.287Z INFO  - ab9b3215ece1 Extracting 19MB / 28MB
2025-08-08T22:47:27.967Z INFO  - ab9b3215ece1 Extracting 20MB / 28MB
2025-08-08T22:47:28.153Z INFO  - ab9b3215ece1 Extracting 20MB / 28MB
2025-08-08T22:47:28.453Z INFO  - ab9b3215ece1 Extracting 21MB / 28MB
2025-08-08T22:47:28.831Z INFO  - ab9b3215ece1 Extracting 22MB / 28MB
2025-08-08T22:47:29.704Z INFO  - ab9b3215ece1 Extracting 23MB / 28MB
2025-08-08T22:47:30.188Z INFO  - ab9b3215ece1 Extracting 25MB / 28MB
2025-08-08T22:47:30.641Z INFO  - ab9b3215ece1 Extracting 25MB / 28MB
2025-08-08T22:47:31.038Z INFO  - ab9b3215ece1 Extracting 26MB / 28MB
2025-08-08T22:47:31.557Z INFO  - ab9b3215ece1 Extracting 27MB / 28MB
2025-08-08T22:47:32.123Z INFO  - ab9b3215ece1 Extracting 28MB / 28MB
2025-08-08T22:47:32.756Z INFO  - ab9b3215ece1 Extracting 28MB / 28MB
2025-08-08T22:47:33.018Z INFO  - ab9b3215ece1 Pull complete
2025-08-08T22:47:33.047Z INFO  - 4f4fb700ef54 Extracting 32B / 32B
2025-08-08T22:47:33.068Z INFO  - 4f4fb700ef54 Extracting 32B / 32B
2025-08-08T22:47:33.227Z INFO  - 4f4fb700ef54 Pull complete
2025-08-08T22:47:33.353Z INFO  - c8c26152a642 Extracting 387B / 387B
2025-08-08T22:47:33.421Z INFO  - c8c26152a642 Extracting 387B / 387B
2025-08-08T22:47:33.470Z INFO  - c8c26152a642 Pull complete
2025-08-08T22:47:33.470Z INFO  - c56fb4a3b0da Extracting 32KB / 1MB
2025-08-08T22:47:33.831Z INFO  - c56fb4a3b0da Extracting 736KB / 1MB
2025-08-08T22:47:33.881Z INFO  - c56fb4a3b0da Extracting 1MB / 1MB
2025-08-08T22:47:33.929Z INFO  - c56fb4a3b0da Pull complete
2025-08-08T22:47:33.938Z INFO  - dbf7ae5d9c63 Extracting 32KB / 39KB
2025-08-08T22:47:34.092Z INFO  - dbf7ae5d9c63 Extracting 39KB / 39KB
2025-08-08T22:47:34.171Z INFO  - dbf7ae5d9c63 Pull complete
2025-08-08T22:47:34.171Z INFO  - 220c52d5c00f Extracting 10KB / 10KB
2025-08-08T22:47:34.288Z INFO  - 220c52d5c00f Extracting 10KB / 10KB
2025-08-08T22:47:34.306Z INFO  - 220c52d5c00f Pull complete
2025-08-08T22:47:34.327Z INFO  - 21afad33996d Extracting 14KB / 14KB
2025-08-08T22:47:34.454Z INFO  - 21afad33996d Extracting 14KB / 14KB
2025-08-08T22:47:34.549Z INFO  - 21afad33996d Pull complete
2025-08-08T22:47:35.036Z INFO  - a83dfeaf7e13 Extracting 544KB / 56MB
2025-08-08T22:47:38.136Z INFO  - a83dfeaf7e13 Extracting 1MB / 56MB
2025-08-08T22:47:39.185Z INFO  - a83dfeaf7e13 Extracting 3MB / 56MB
2025-08-08T22:47:39.521Z INFO  - a83dfeaf7e13 Extracting 5MB / 56MB
2025-08-08T22:47:39.727Z INFO  - a83dfeaf7e13 Extracting 6MB / 56MB
